@Relation x
@attribute A1 real
@attribute A2 real
@data
51.00,88.00
51.00,89.00
51.00,90.00
52.00,61.00
52.00,64.00
52.00,65.00
52.00,69.00
52.00,70.00
52.00,71.00
52.00,73.00
52.00,74.00
52.00,75.00
52.00,77.00
52.00,79.00
52.00,80.00
52.00,81.00
52.00,82.00
52.00,85.00
52.00,86.00
52.00,87.00
52.00,91.00
52.00,92.00
53.00,61.00
53.00,62.00
53.00,64.00
53.00,65.00
53.00,67.00
53.00,68.00
53.00,69.00
53.00,70.00
53.00,73.00
53.00,74.00
53.00,76.00
53.00,78.00
53.00,79.00
53.00,86.00
53.00,87.00
53.00,89.00
53.00,91.00
54.00,63.00
54.00,67.00
54.00,68.00
54.00,69.00
54.00,72.00
54.00,73.00
54.00,74.00
54.00,77.00
54.00,78.00
54.00,82.00
54.00,83.00
54.00,85.00
54.00,86.00
54.00,88.00
55.00,58.00
55.00,59.00
55.00,60.00
55.00,61.00
55.00,62.00
55.00,63.00
55.00,65.00
55.00,72.00
55.00,73.00
55.00,74.00
55.00,78.00
55.00,79.00
55.00,81.00
55.00,83.00
55.00,85.00
55.00,87.00
55.00,90.00
55.00,91.00
55.00,92.00
56.00,54.00
56.00,60.00
56.00,61.00
56.00,64.00
56.00,65.00
56.00,68.00
56.00,81.00
56.00,84.00
56.00,88.00
56.00,90.00
57.00,59.00
57.00,61.00
57.00,62.00
57.00,63.00
57.00,64.00
57.00,65.00
57.00,66.00
57.00,67.00
57.00,69.00
57.00,70.00
57.00,71.00
57.00,73.00
57.00,74.00
57.00,75.00
57.00,76.00
57.00,77.00
57.00,78.00
57.00,79.00
57.00,83.00
57.00,84.00
57.00,90.00
58.00,62.00
58.00,65.00
58.00,66.00
58.00,67.00
58.00,68.00
58.00,69.00
58.00,70.00
58.00,73.00
58.00,75.00
58.00,76.00
58.00,81.00
58.00,82.00
58.00,84.00
58.00,86.00
58.00,87.00
59.00,47.00
59.00,51.00
59.00,56.00
59.00,57.00
59.00,58.00
59.00,61.00
59.00,62.00
59.00,63.00
59.00,64.00
59.00,65.00
59.00,68.00
59.00,69.00
59.00,71.00
59.00,76.00
59.00,77.00
59.00,78.00
59.00,79.00
59.00,80.00
59.00,85.00
59.00,86.00
59.00,88.00
60.00,50.00
60.00,54.00
60.00,57.00
60.00,58.00
60.00,59.00
60.00,60.00
60.00,62.00
60.00,63.00
60.00,64.00
60.00,65.00
60.00,70.00
60.00,71.00
60.00,72.00
60.00,73.00
60.00,75.00
60.00,76.00
60.00,77.00
60.00,79.00
60.00,81.00
60.00,84.00
60.00,87.00
60.00,91.00
61.00,42.00
61.00,46.00
61.00,51.00
61.00,53.00
61.00,54.00
61.00,55.00
61.00,61.00
61.00,62.00
61.00,63.00
61.00,64.00
61.00,65.00
61.00,67.00
61.00,70.00
61.00,72.00
61.00,75.00
61.00,78.00
61.00,79.00
61.00,80.00
61.00,81.00
61.00,83.00
61.00,87.00
61.00,88.00
61.00,89.00
62.00,44.00
62.00,46.00
62.00,48.00
62.00,50.00
62.00,51.00
62.00,52.00
62.00,53.00
62.00,55.00
62.00,56.00
62.00,57.00
62.00,58.00
62.00,61.00
62.00,63.00
62.00,66.00
62.00,67.00
62.00,70.00
62.00,71.00
62.00,72.00
62.00,73.00
62.00,75.00
62.00,79.00
62.00,82.00
62.00,88.00
63.00,43.00
63.00,47.00
63.00,51.00
63.00,53.00
63.00,54.00
63.00,61.00
63.00,62.00
63.00,63.00
63.00,64.00
63.00,65.00
63.00,67.00
63.00,69.00
63.00,70.00
63.00,71.00
63.00,72.00
63.00,73.00
63.00,75.00
63.00,80.00
63.00,81.00
64.00,49.00
64.00,50.00
64.00,52.00
64.00,53.00
64.00,54.00
64.00,55.00
64.00,58.00
64.00,59.00
64.00,62.00
64.00,65.00
64.00,67.00
64.00,73.00
64.00,74.00
64.00,75.00
64.00,76.00
64.00,77.00
64.00,80.00
64.00,84.00
64.00,85.00
64.00,86.00
65.00,45.00
65.00,47.00
65.00,53.00
65.00,54.00
65.00,58.00
65.00,61.00
65.00,62.00
65.00,63.00
65.00,64.00
65.00,65.00
65.00,66.00
65.00,69.00
65.00,70.00
65.00,71.00
65.00,72.00
65.00,75.00
65.00,80.00
65.00,83.00
65.00,84.00
65.00,87.00
65.00,88.00
65.00,89.00
66.00,39.00
66.00,41.00
66.00,43.00
66.00,45.00
66.00,49.00
66.00,50.00
66.00,51.00
66.00,52.00
66.00,54.00
66.00,55.00
66.00,58.00
66.00,59.00
66.00,61.00
66.00,62.00
66.00,63.00
66.00,64.00
66.00,65.00
66.00,66.00
66.00,71.00
66.00,73.00
66.00,75.00
66.00,77.00
66.00,78.00
66.00,88.00
66.00,90.00
66.00,91.00
67.00,31.00
67.00,34.00
67.00,35.00
67.00,36.00
67.00,38.00
67.00,48.00
67.00,49.00
67.00,50.00
67.00,53.00
67.00,54.00
67.00,55.00
67.00,56.00
67.00,58.00
67.00,59.00
67.00,60.00
67.00,62.00
67.00,63.00
67.00,64.00
67.00,65.00
67.00,66.00
67.00,72.00
67.00,73.00
67.00,74.00
67.00,75.00
67.00,77.00
67.00,78.00
67.00,79.00
67.00,81.00
67.00,85.00
67.00,91.00
68.00,31.00
68.00,34.00
68.00,35.00
68.00,41.00
68.00,44.00
68.00,45.00
68.00,52.00
68.00,53.00
68.00,57.00
68.00,58.00
68.00,59.00
68.00,60.00
68.00,69.00
68.00,70.00
68.00,71.00
68.00,73.00
68.00,74.00
68.00,75.00
68.00,77.00
68.00,78.00
68.00,79.00
68.00,80.00
68.00,81.00
68.00,83.00
68.00,87.00
68.00,90.00
68.00,91.00
68.00,92.00
69.00,33.00
69.00,34.00
69.00,36.00
69.00,42.00
69.00,49.00
69.00,50.00
69.00,52.00
69.00,54.00
69.00,55.00
69.00,56.00
69.00,58.00
69.00,67.00
69.00,69.00
69.00,70.00
69.00,75.00
69.00,79.00
69.00,81.00
69.00,85.00
69.00,89.00
70.00,26.00
70.00,33.00
70.00,41.00
70.00,44.00
70.00,46.00
70.00,49.00
70.00,50.00
70.00,52.00
70.00,53.00
70.00,55.00
70.00,58.00
70.00,59.00
70.00,60.00
70.00,62.00
70.00,63.00
70.00,65.00
70.00,66.00
70.00,70.00
70.00,72.00
70.00,74.00
70.00,75.00
70.00,76.00
70.00,77.00
70.00,78.00
70.00,81.00
70.00,87.00
71.00,33.00
71.00,35.00
71.00,43.00
71.00,44.00
71.00,45.00
71.00,53.00
71.00,54.00
71.00,55.00
71.00,58.00
71.00,62.00
71.00,63.00
71.00,65.00
71.00,66.00
71.00,67.00
71.00,77.00
71.00,80.00
71.00,81.00
71.00,82.00
72.00,25.00
72.00,37.00
72.00,38.00
72.00,39.00
72.00,42.00
72.00,47.00
72.00,48.00
72.00,49.00
72.00,52.00
72.00,56.00
72.00,60.00
72.00,61.00
72.00,62.00
72.00,64.00
72.00,65.00
72.00,67.00
72.00,68.00
72.00,70.00
72.00,71.00
72.00,73.00
72.00,75.00
72.00,80.00
72.00,83.00
72.00,92.00
73.00,23.00
73.00,24.00
73.00,29.00
73.00,31.00
73.00,34.00
73.00,38.00
73.00,44.00
73.00,45.00
73.00,49.00
73.00,52.00
73.00,57.00
73.00,58.00
73.00,60.00
73.00,62.00
73.00,63.00
73.00,67.00
73.00,68.00
73.00,70.00
73.00,71.00
73.00,74.00
73.00,79.00
73.00,81.00
73.00,84.00
73.00,86.00
73.00,90.00
73.00,91.00
73.00,92.00
74.00,23.00
74.00,24.00
74.00,27.00
74.00,30.00
74.00,31.00
74.00,32.00
74.00,33.00
74.00,41.00
74.00,44.00
74.00,47.00
74.00,52.00
74.00,56.00
74.00,57.00
74.00,67.00
74.00,68.00
74.00,72.00
74.00,77.00
74.00,78.00
74.00,79.00
74.00,80.00
74.00,85.00
75.00,20.00
75.00,21.00
75.00,22.00
75.00,28.00
75.00,31.00
75.00,34.00
75.00,35.00
75.00,42.00
75.00,43.00
75.00,47.00
75.00,49.00
75.00,51.00
75.00,53.00
75.00,55.00
75.00,62.00
75.00,63.00
75.00,64.00
75.00,68.00
75.00,72.00
75.00,76.00
75.00,84.00
75.00,87.00
75.00,89.00
75.00,90.00
75.00,92.00
76.00,25.00
76.00,28.00
76.00,31.00
76.00,35.00
76.00,36.00
76.00,37.00
76.00,42.00
76.00,43.00
76.00,44.00
76.00,45.00
76.00,52.00
76.00,53.00
76.00,57.00
76.00,58.00
76.00,59.00
76.00,60.00
76.00,65.00
76.00,67.00
76.00,80.00
76.00,82.00
76.00,85.00
77.00,25.00
77.00,26.00
77.00,30.00
77.00,31.00
77.00,32.00
77.00,34.00
77.00,38.00
77.00,40.00
77.00,47.00
77.00,49.00
77.00,64.00
77.00,66.00
77.00,70.00
77.00,74.00
77.00,75.00
77.00,76.00
77.00,80.00
77.00,82.00
77.00,83.00
77.00,86.00
77.00,89.00
78.00,23.00
78.00,24.00
78.00,26.00
78.00,28.00
78.00,29.00
78.00,30.00
78.00,32.00
78.00,36.00
78.00,39.00
78.00,44.00
78.00,56.00
78.00,57.00
78.00,59.00
78.00,67.00
78.00,71.00
78.00,73.00
78.00,76.00
78.00,77.00
78.00,79.00
78.00,80.00
78.00,81.00
78.00,85.00
78.00,90.00
78.00,91.00
79.00,18.00
79.00,20.00
79.00,26.00
79.00,30.00
79.00,31.00
79.00,37.00
79.00,39.00
79.00,40.00
79.00,45.00
79.00,46.00
79.00,49.00
79.00,56.00
79.00,59.00
79.00,63.00
79.00,64.00
79.00,70.00
79.00,73.00
79.00,78.00
79.00,83.00
79.00,85.00
79.00,86.00
79.00,87.00
79.00,90.00
80.00,18.00
80.00,19.00
80.00,20.00
80.00,24.00
80.00,30.00
80.00,31.00
80.00,32.00
80.00,36.00
80.00,37.00
80.00,41.00
80.00,43.00
80.00,47.00
80.00,53.00
80.00,54.00
80.00,59.00
80.00,67.00
80.00,73.00
80.00,77.00
80.00,80.00
81.00,18.00
81.00,20.00
81.00,21.00
81.00,23.00
81.00,27.00
81.00,28.00
81.00,29.00
81.00,37.00
81.00,39.00
81.00,44.00
81.00,49.00
81.00,53.00
81.00,58.00
81.00,59.00
81.00,74.00
81.00,77.00
81.00,78.00
81.00,80.00
81.00,82.00
81.00,86.00
82.00,20.00
82.00,29.00
82.00,31.00
82.00,34.00
82.00,36.00
82.00,37.00
82.00,38.00
82.00,39.00
82.00,42.00
82.00,45.00
82.00,46.00
82.00,60.00
82.00,61.00
82.00,71.00
82.00,72.00
82.00,77.00
82.00,85.00
82.00,90.00
83.00,19.00
83.00,23.00
83.00,25.00
83.00,27.00
83.00,31.00
83.00,33.00
83.00,40.00
83.00,43.00
83.00,51.00
83.00,64.00
83.00,70.00
83.00,72.00
83.00,73.00
83.00,75.00
83.00,82.00
83.00,89.00
83.00,91.00
84.00,20.00
84.00,23.00
84.00,27.00
84.00,28.00
84.00,29.00
84.00,30.00
84.00,31.00
84.00,32.00
84.00,35.00
84.00,38.00
84.00,39.00
84.00,42.00
84.00,54.00
84.00,75.00
84.00,80.00
84.00,82.00
84.00,85.00
84.00,86.00
85.00,18.00
85.00,19.00
85.00,24.00
85.00,26.00
85.00,27.00
85.00,28.00
85.00,29.00
85.00,33.00
85.00,35.00
85.00,38.00
85.00,78.00
85.00,83.00
85.00,84.00
85.00,85.00
85.00,87.00
85.00,88.00
86.00,21.00
86.00,23.00
86.00,24.00
86.00,27.00
86.00,28.00
86.00,29.00
86.00,30.00
86.00,40.00
86.00,79.00
86.00,87.00
86.00,90.00
87.00,20.00
87.00,25.00
87.00,26.00
87.00,30.00
87.00,31.00
87.00,33.00
87.00,35.00
87.00,37.00
87.00,70.00
87.00,73.00
87.00,86.00
87.00,87.00
87.00,88.00
87.00,91.00
88.00,26.00
88.00,28.00
88.00,33.00
88.00,35.00
88.00,37.00
88.00,39.00
88.00,72.00
88.00,79.00
88.00,81.00
88.00,84.00
88.00,88.00
88.00,90.00
89.00,25.00
89.00,28.00
89.00,30.00
89.00,35.00
89.00,36.00
89.00,37.00
89.00,79.00
89.00,86.00
89.00,88.00
89.00,93.00
90.00,24.00
90.00,25.00
90.00,26.00
90.00,30.00
90.00,31.00
90.00,37.00
90.00,71.00
90.00,73.00
90.00,79.00
90.00,80.00
90.00,81.00
90.00,82.00
90.00,83.00
90.00,89.00
90.00,90.00
90.00,139.00
91.00,18.00
91.00,21.00
91.00,24.00
91.00,26.00
91.00,35.00
91.00,36.00
91.00,37.00
91.00,71.00
91.00,76.00
91.00,78.00
91.00,80.00
91.00,81.00
91.00,82.00
91.00,83.00
91.00,88.00
91.00,91.00
91.00,142.00
92.00,26.00
92.00,31.00
92.00,33.00
92.00,38.00
92.00,70.00
92.00,77.00
92.00,78.00
92.00,82.00
92.00,92.00
92.00,93.00
92.00,102.00
93.00,28.00
93.00,30.00
93.00,31.00
93.00,37.00
93.00,81.00
93.00,82.00
93.00,83.00
93.00,84.00
93.00,86.00
93.00,87.00
93.00,90.00
93.00,92.00
93.00,97.00
93.00,113.00
93.00,115.00
93.00,135.00
93.00,138.00
93.00,142.00
93.00,144.00
93.00,145.00
94.00,21.00
94.00,23.00
94.00,26.00
94.00,27.00
94.00,31.00
94.00,32.00
94.00,70.00
94.00,77.00
94.00,79.00
94.00,82.00
94.00,83.00
94.00,86.00
94.00,94.00
94.00,129.00
94.00,137.00
94.00,141.00
94.00,142.00
94.00,151.00
95.00,17.00
95.00,24.00
95.00,25.00
95.00,26.00
95.00,28.00
95.00,31.00
95.00,34.00
95.00,38.00
95.00,75.00
95.00,79.00
95.00,82.00
95.00,84.00
95.00,86.00
95.00,92.00
95.00,94.00
95.00,104.00
95.00,108.00
95.00,135.00
95.00,137.00
95.00,139.00
95.00,145.00
95.00,146.00
96.00,28.00
96.00,32.00
96.00,74.00
96.00,78.00
96.00,79.00
96.00,81.00
96.00,84.00
96.00,92.00
96.00,112.00
96.00,115.00
96.00,119.00
96.00,128.00
96.00,130.00
96.00,134.00
96.00,135.00
96.00,141.00
96.00,143.00
96.00,145.00
96.00,148.00
96.00,152.00
96.00,153.00
97.00,17.00
97.00,21.00
97.00,24.00
97.00,27.00
97.00,33.00
97.00,35.00
97.00,73.00
97.00,75.00
97.00,77.00
97.00,80.00
97.00,81.00
97.00,82.00
97.00,86.00
97.00,103.00
97.00,115.00
97.00,135.00
97.00,139.00
97.00,143.00
97.00,144.00
97.00,146.00
97.00,152.00
98.00,18.00
98.00,21.00
98.00,23.00
98.00,27.00
98.00,28.00
98.00,30.00
98.00,38.00
98.00,72.00
98.00,76.00
98.00,78.00
98.00,81.00
98.00,84.00
98.00,87.00
98.00,106.00
98.00,110.00
98.00,115.00
98.00,121.00
98.00,129.00
98.00,133.00
98.00,137.00
98.00,140.00
98.00,141.00
98.00,143.00
98.00,144.00
98.00,145.00
98.00,147.00
99.00,20.00
99.00,22.00
99.00,23.00
99.00,27.00
99.00,29.00
99.00,31.00
99.00,34.00
99.00,73.00
99.00,98.00
99.00,99.00
99.00,109.00
99.00,117.00
99.00,118.00
99.00,124.00
99.00,126.00
99.00,134.00
99.00,135.00
99.00,137.00
99.00,141.00
99.00,148.00
99.00,149.00
99.00,150.00
99.00,152.00
99.00,153.00
100.00,19.00
100.00,21.00
100.00,22.00
100.00,24.00
100.00,30.00
100.00,39.00
100.00,70.00
100.00,74.00
100.00,84.00
100.00,85.00
100.00,89.00
100.00,95.00
100.00,100.00
100.00,106.00
100.00,110.00
100.00,138.00
100.00,140.00
100.00,149.00
100.00,150.00
100.00,152.00
100.00,154.00
101.00,18.00
101.00,22.00
101.00,29.00
101.00,30.00
101.00,31.00
101.00,32.00
101.00,71.00
101.00,72.00
101.00,78.00
101.00,80.00
101.00,81.00
101.00,85.00
101.00,86.00
101.00,87.00
101.00,88.00
101.00,92.00
101.00,100.00
101.00,102.00
101.00,125.00
101.00,133.00
101.00,134.00
101.00,135.00
101.00,141.00
101.00,143.00
101.00,152.00
101.00,156.00
102.00,21.00
102.00,22.00
102.00,24.00
102.00,27.00
102.00,30.00
102.00,31.00
102.00,32.00
102.00,33.00
102.00,36.00
102.00,71.00
102.00,73.00
102.00,74.00
102.00,75.00
102.00,77.00
102.00,78.00
102.00,82.00
102.00,86.00
102.00,89.00
102.00,92.00
102.00,100.00
102.00,102.00
102.00,116.00
102.00,117.00
102.00,127.00
102.00,133.00
102.00,149.00
102.00,151.00
102.00,152.00
103.00,22.00
103.00,27.00
103.00,35.00
103.00,36.00
103.00,70.00
103.00,71.00
103.00,95.00
103.00,113.00
103.00,133.00
103.00,138.00
103.00,145.00
103.00,148.00
103.00,151.00
104.00,18.00
104.00,21.00
104.00,25.00
104.00,26.00
104.00,27.00
104.00,28.00
104.00,35.00
104.00,76.00
104.00,81.00
104.00,87.00
104.00,88.00
104.00,97.00
104.00,106.00
104.00,107.00
104.00,108.00
104.00,122.00
104.00,123.00
104.00,139.00
104.00,141.00
104.00,144.00
104.00,148.00
105.00,18.00
105.00,20.00
105.00,21.00
105.00,24.00
105.00,26.00
105.00,39.00
105.00,70.00
105.00,71.00
105.00,74.00
105.00,88.00
105.00,92.00
105.00,99.00
105.00,133.00
105.00,134.00
105.00,136.00
105.00,137.00
105.00,138.00
105.00,141.00
105.00,142.00
105.00,143.00
105.00,146.00
105.00,147.00
105.00,149.00
106.00,19.00
106.00,20.00
106.00,27.00
106.00,28.00
106.00,29.00
106.00,38.00
106.00,75.00
106.00,77.00
106.00,80.00
106.00,81.00
106.00,82.00
106.00,85.00
106.00,90.00
106.00,100.00
106.00,104.00
106.00,122.00
106.00,123.00
106.00,125.00
106.00,129.00
106.00,133.00
106.00,134.00
106.00,135.00
106.00,141.00
106.00,146.00
107.00,19.00
107.00,21.00
107.00,22.00
107.00,24.00
107.00,27.00
107.00,29.00
107.00,30.00
107.00,31.00
107.00,73.00
107.00,76.00
107.00,80.00
107.00,81.00
107.00,82.00
107.00,83.00
107.00,84.00
107.00,85.00
107.00,87.00
107.00,88.00
107.00,89.00
107.00,91.00
107.00,93.00
107.00,96.00
107.00,108.00
107.00,118.00
107.00,126.00
107.00,133.00
107.00,135.00
107.00,146.00
107.00,150.00
108.00,23.00
108.00,28.00
108.00,30.00
108.00,32.00
108.00,35.00
108.00,73.00
108.00,75.00
108.00,76.00
108.00,80.00
108.00,81.00
108.00,82.00
108.00,84.00
108.00,87.00
108.00,89.00
108.00,139.00
108.00,140.00
108.00,141.00
109.00,23.00
109.00,26.00
109.00,34.00
109.00,35.00
109.00,37.00
109.00,40.00
109.00,41.00
109.00,73.00
109.00,78.00
109.00,79.00
109.00,80.00
109.00,85.00
109.00,86.00
109.00,89.00
109.00,91.00
109.00,92.00
109.00,96.00
109.00,100.00
109.00,111.00
109.00,119.00
109.00,131.00
109.00,137.00
109.00,139.00
109.00,146.00
109.00,149.00
110.00,25.00
110.00,28.00
110.00,30.00
110.00,34.00
110.00,36.00
110.00,37.00
110.00,40.00
110.00,74.00
110.00,80.00
110.00,82.00
110.00,83.00
110.00,84.00
110.00,85.00
110.00,87.00
110.00,90.00
110.00,91.00
110.00,92.00
110.00,94.00
110.00,117.00
110.00,141.00
110.00,142.00
110.00,144.00
110.00,146.00
110.00,147.00
110.00,148.00
110.00,149.00
111.00,20.00
111.00,24.00
111.00,25.00
111.00,35.00
111.00,72.00
111.00,78.00
111.00,81.00
111.00,82.00
111.00,83.00
111.00,91.00
111.00,92.00
111.00,96.00
111.00,102.00
111.00,117.00
111.00,135.00
111.00,143.00
111.00,144.00
111.00,148.00
112.00,19.00
112.00,20.00
112.00,25.00
112.00,28.00
112.00,29.00
112.00,30.00
112.00,34.00
112.00,82.00
112.00,83.00
112.00,85.00
112.00,86.00
112.00,88.00
112.00,91.00
112.00,111.00
112.00,129.00
112.00,135.00
112.00,140.00
113.00,22.00
113.00,23.00
113.00,29.00
113.00,33.00
113.00,35.00
113.00,44.00
113.00,70.00
113.00,71.00
113.00,72.00
113.00,90.00
113.00,92.00
113.00,105.00
113.00,119.00
113.00,140.00
113.00,143.00
113.00,144.00
114.00,23.00
114.00,27.00
114.00,29.00
114.00,30.00
114.00,31.00
114.00,39.00
114.00,42.00
114.00,44.00
114.00,45.00
114.00,69.00
114.00,76.00
114.00,80.00
114.00,81.00
114.00,82.00
114.00,89.00
114.00,134.00
114.00,135.00
114.00,137.00
114.00,138.00
115.00,31.00
115.00,33.00
115.00,34.00
115.00,37.00
115.00,39.00
115.00,73.00
115.00,90.00
116.00,22.00
116.00,28.00
116.00,29.00
116.00,38.00
116.00,40.00
116.00,45.00
116.00,70.00
116.00,74.00
116.00,80.00
116.00,88.00
117.00,28.00
117.00,33.00
117.00,35.00
117.00,37.00
117.00,76.00
117.00,85.00
117.00,86.00
117.00,90.00
117.00,93.00
118.00,23.00
118.00,24.00
118.00,29.00
118.00,35.00
118.00,36.00
118.00,40.00
118.00,44.00
118.00,45.00
118.00,46.00
119.00,34.00
119.00,35.00
119.00,36.00
119.00,38.00
119.00,39.00
119.00,40.00
119.00,44.00
119.00,46.00
119.00,71.00
119.00,72.00
119.00,73.00
119.00,78.00
119.00,79.00
119.00,89.00
119.00,90.00
120.00,27.00
120.00,28.00
120.00,30.00
120.00,33.00
120.00,36.00
120.00,37.00
120.00,38.00
120.00,41.00
120.00,73.00
120.00,74.00
120.00,84.00
120.00,89.00
121.00,31.00
121.00,39.00
121.00,40.00
121.00,41.00
121.00,42.00
121.00,45.00
121.00,74.00
121.00,86.00
121.00,87.00
121.00,90.00
121.00,91.00
122.00,23.00
122.00,26.00
122.00,27.00
122.00,31.00
122.00,48.00
122.00,76.00
122.00,77.00
122.00,78.00
122.00,79.00
122.00,80.00
122.00,84.00
123.00,41.00
123.00,43.00
123.00,49.00
123.00,73.00
123.00,76.00
123.00,78.00
124.00,29.00
124.00,37.00
124.00,42.00
124.00,44.00
124.00,49.00
124.00,78.00
124.00,83.00
124.00,85.00
124.00,86.00
124.00,87.00
124.00,89.00
125.00,26.00
125.00,28.00
125.00,29.00
125.00,35.00
125.00,37.00
125.00,39.00
125.00,40.00
125.00,44.00
125.00,47.00
125.00,49.00
125.00,75.00
125.00,80.00
125.00,82.00
125.00,87.00
125.00,88.00
126.00,31.00
126.00,36.00
126.00,37.00
126.00,39.00
126.00,45.00
126.00,51.00
126.00,74.00
126.00,81.00
126.00,83.00
126.00,85.00
126.00,88.00
127.00,27.00
127.00,30.00
127.00,32.00
127.00,34.00
127.00,38.00
127.00,39.00
127.00,48.00
127.00,50.00
127.00,51.00
127.00,77.00
127.00,78.00
127.00,81.00
127.00,91.00
127.00,92.00
127.00,95.00
128.00,31.00
128.00,32.00
128.00,34.00
128.00,38.00
128.00,43.00
128.00,48.00
128.00,53.00
128.00,76.00
128.00,77.00
128.00,78.00
128.00,80.00
128.00,85.00
128.00,86.00
128.00,91.00
128.00,94.00
129.00,29.00
129.00,30.00
129.00,31.00
129.00,36.00
129.00,38.00
129.00,41.00
129.00,45.00
129.00,73.00
129.00,75.00
129.00,76.00
129.00,78.00
129.00,79.00
129.00,84.00
129.00,86.00
129.00,88.00
129.00,93.00
129.00,95.00
130.00,30.00
130.00,31.00
130.00,40.00
130.00,44.00
130.00,52.00
130.00,73.00
130.00,75.00
130.00,78.00
130.00,80.00
130.00,82.00
130.00,83.00
130.00,88.00
130.00,91.00
131.00,29.00
131.00,32.00
131.00,36.00
131.00,37.00
131.00,39.00
131.00,40.00
131.00,51.00
131.00,54.00
131.00,87.00
131.00,89.00
132.00,33.00
132.00,37.00
132.00,44.00
132.00,46.00
132.00,47.00
132.00,49.00
132.00,53.00
132.00,73.00
132.00,78.00
132.00,82.00
132.00,83.00
132.00,87.00
132.00,92.00
133.00,36.00
133.00,38.00
133.00,47.00
133.00,49.00
133.00,50.00
133.00,51.00
133.00,55.00
133.00,75.00
133.00,79.00
133.00,81.00
133.00,84.00
133.00,87.00
133.00,95.00
134.00,30.00
134.00,37.00
134.00,50.00
134.00,52.00
134.00,55.00
134.00,76.00
134.00,77.00
134.00,78.00
134.00,81.00
134.00,86.00
134.00,87.00
134.00,88.00
134.00,91.00
134.00,93.00
135.00,36.00
135.00,40.00
135.00,42.00
135.00,44.00
135.00,46.00
135.00,47.00
135.00,50.00
135.00,51.00
135.00,82.00
135.00,83.00
135.00,85.00
135.00,86.00
135.00,87.00
135.00,88.00
135.00,94.00
136.00,43.00
136.00,47.00
136.00,49.00
136.00,51.00
136.00,54.00
136.00,55.00
136.00,57.00
136.00,58.00
136.00,74.00
136.00,78.00
136.00,79.00
136.00,82.00
136.00,87.00
136.00,88.00
136.00,92.00
137.00,33.00
137.00,35.00
137.00,36.00
137.00,42.00
137.00,43.00
137.00,48.00
137.00,51.00
137.00,52.00
137.00,53.00
137.00,54.00
137.00,61.00
137.00,75.00
137.00,77.00
137.00,78.00
137.00,82.00
137.00,83.00
137.00,84.00
137.00,85.00
137.00,87.00
137.00,88.00
137.00,92.00
138.00,34.00
138.00,45.00
138.00,48.00
138.00,49.00
138.00,50.00
138.00,52.00
138.00,54.00
138.00,56.00
138.00,57.00
138.00,60.00
138.00,77.00
138.00,79.00
138.00,86.00
